player,team,opponent,market,line,OverOdds_American,UnderOdds_American,POverImp,PUnderImp,POverFair,PUnderFair,ProjMins,ProjMean,ProjSD,p_over_model,p_under_model,over_dec,under_dec,player_key,PTS,REB,AST,TEAM_ABBREVIATION,OPPONENT_ABBREVIATION,actual,suggestion,suggested_prob,result_model
Aaron Gordon,DEN,@NOP,AST,1.5,-120,-110,0.5454545454545454,0.5238095238095238,0.5101214574898786,0.4898785425101215,23.325118483412325,1.5136231806605915,1.5420700867109978,0.5035243482849039,0.4964756517150961,1.8333333333333333,1.9090909090909087,aaron gordon,,,,,,,NO BET,0.5035243482849039,NA
Aaron Gordon,DEN,@NOP,PTS,17.5,-112,-118,0.5283018867924528,0.5412844036697247,0.4939310568053083,0.5060689431946916,23.325118483412325,16.304149399888463,5.271628514129852,0.4102715431320805,0.5897284568679195,1.8928571428571428,1.847457627118644,aaron gordon,,,,,,,NO BET,0.5897284568679195,NA
Aaron Gordon,DEN,@NOP,REB,5.5,-138,105,0.5798319327731093,0.4878048780487805,0.5430984833941255,0.4569015166058743,23.325118483412325,4.692915671922584,2.2551132253045645,0.3602125093457858,0.6397874906542141,1.7246376811594204,2.05,aaron gordon,,,,,,,NO BET,0.6397874906542141,NA
Ajay Mitchell,OKC,SAC,AST,3.5,-142,108,0.5867768595041323,0.4807692307692308,0.5496501414321869,0.4503498585678129,23.471502590673573,3.551928011092497,1.6542883119158944,0.5125207180993488,0.4874792819006511,1.704225352112676,2.08,ajay mitchell,13.0,3.0,6.0,OKC,AC,6.0,NO BET,0.5125207180993488,NA
Ajay Mitchell,OKC,SAC,PTS,15.5,-105,-130,0.5121951219512195,0.5652173913043478,0.4753937007874017,0.5246062992125985,23.471502590673573,15.126114920013308,5.170950068511663,0.4711796286043314,0.5288203713956686,1.9523809523809523,1.7692307692307692,ajay mitchell,13.0,3.0,6.0,OKC,AC,13.0,NO BET,0.5288203713956686,NA
Ajay Mitchell,OKC,SAC,REB,3.5,-110,-120,0.5238095238095238,0.5454545454545454,0.4898785425101215,0.5101214574898786,23.471502590673573,3.592401037253246,2.1999406971044,0.5167512901477486,0.4832487098522514,1.9090909090909087,1.8333333333333333,ajay mitchell,13.0,3.0,6.0,OKC,AC,3.0,NO BET,0.5167512901477486,NA
Alex Sarr,WAS,@MIN,AST,2.5,-160,120,0.6153846153846154,0.4545454545454545,0.5751633986928104,0.4248366013071895,22.6835364554068,2.507514568898797,1.5473419982088197,0.501937430427196,0.498062569572804,1.625,2.2,alex sarr,,,,,,,NO BET,0.501937430427196,NA
Alex Sarr,WAS,@MIN,PTS,17.5,-104,-122,0.5098039215686274,0.5495495495495496,0.4812406203101549,0.5187593796898449,22.6835364554068,13.818534608936922,4.967644351283278,0.2293198122258556,0.7706801877741444,1.9615384615384617,1.819672131147541,alex sarr,,,,,,,NO BET,0.7706801877741444,NA
Alex Sarr,WAS,@MIN,REB,7.5,-141,106,0.5850622406639004,0.4854368932038835,0.5465321943325933,0.4534678056674068,22.6835364554068,5.962632252932525,2.31368848068189,0.2531959938294377,0.7468040061705623,1.7092198581560285,2.06,alex sarr,,,,,,,NO BET,0.7468040061705623,NA
Alperen Sengun,HOU,@CLE,AST,6.5,-120,-110,0.5454545454545454,0.5238095238095238,0.5101214574898786,0.4898785425101215,34.19933868682097,4.253206936661004,2.2858704448274247,0.1628271442737141,0.8371728557262859,1.8333333333333333,1.9090909090909087,alperen sengun,28.0,11.0,7.0,HOU,CLE,7.0,NO BET,0.8371728557262859,NA
